Cycle#,Sensor_11,Sensor_9,Sensor_12,Sensor_4
39,47.56,9057.41,521.81,1406.06
40,47.38,9053.55,522.2,1407.38
41,47.27,9057.66,521.95,1403.4
42,47.42,9046.9,521.83,1401.08
43,47.47,9056.77,521.67,1407.47
44,47.29,9054.81,522.07,1403.08
45,47.3,9050.89,521.96,1403.12
46,47.54,9052.66,521.66,1415.57
47,47.51,9057.44,521.69,1409.99
48,47.46,9056.15,522.02,1405.17
49,47.52,9050.03,521.75,1408.42
50,47.35,9058.09,521.85,1403.54
51,47.22,9057.14,521.8,1407.61
52,47.31,9053.23,521.99,1407.67
53,47.38,9055.97,521.19,1407.4
54,47.28,9053.65,521.34,1405.04
55,47.16,9053.51,521.4,1406.46
56,47.35,9052.37,521.47,1403.34
57,47.43,9051.38,521.84,1404.0
58,47.39,9047.2,522.02,1405.24
59,47.46,9048.52,522.35,1398.12
60,47.29,9050.23,521.94,1404.66
61,47.39,9059.18,521.79,1407.15
62,47.16,9045.33,521.39,1407.72
63,47.39,9052.34,522.11,1410.95
64,47.33,9049.6,521.61,1403.8
65,47.24,9048.79,522.14,1407.01
66,47.35,9061.64,521.43,1402.56
67,47.43,9051.73,521.63,1395.74
68,47.53,9054.44,521.92,1408.43
69,47.33,9060.71,521.74,1409.93
70,47.37,9054.66,521.9,1403.68
71,47.37,9053.94,521.71,1410.7
72,47.27,9052.99,521.5,1408.21
73,47.4,9058.6,521.85,1409.32
74,47.31,9056.63,521.67,1407.74
75,47.43,9057.3,521.95,1400.47
76,47.42,9061.17,521.95,1405.44
77,47.32,9062.96,521.22,1398.16
78,47.46,9053.78,521.53,1408.49
79,47.39,9056.85,521.93,1407.47
80,47.36,9059.21,521.78,1405.22
81,47.39,9052.44,521.35,1408.32
82,47.3,9053.33,521.87,1404.73
83,47.34,9057.38,521.82,1406.59
84,47.52,9053.78,521.63,1403.9
85,47.27,9063.79,521.6,1399.07
86,47.42,9060.26,521.74,1407.58
87,47.5,9053.77,522.01,1406.05
88,47.32,9067.32,521.36,1398.74
89,47.56,9058.52,522.15,1394.77
90,47.32,9063.48,522.22,1408.45
91,47.15,9062.96,522.23,1404.18
92,47.55,9055.76,521.56,1403.99
93,47.58,9054.9,521.54,1398.67
94,47.34,9056.18,521.82,1406.69
95,47.5,9060.39,521.88,1398.8
96,47.36,9059.77,521.8,1406.96
97,47.5,9065.08,521.96,1411.12
98,47.3,9063.37,521.65,1403.34
99,47.28,9063.53,521.35,1405.64
100,47.25,9061.39,521.77,1406.26
101,47.42,9065.91,521.3,1412.21
102,47.54,9064.33,521.4,1400.79
103,47.39,9056.6,521.69,1400.74
104,47.39,9058.91,522.48,1403.56
105,47.31,9064.82,521.63,1406.58
106,47.53,9061.75,521.62,1402.75
107,47.4,9066.51,521.19,1400.45
108,47.44,9068.42,521.99,1412.75
109,47.36,9073.67,522.15,1407.61
110,47.37,9068.93,521.74,1401.8
111,47.31,9058.48,521.69,1405.22
112,47.42,9072.19,522.25,1400.11
113,47.43,9062.6,521.8,1416.04
114,47.61,9070.88,521.65,1404.61
115,47.61,9064.63,521.77,1399.39
116,47.49,9063.99,521.75,1409.77
117,47.32,9070.89,521.82,1409.2
118,47.6,9065.88,521.78,1404.31
119,47.56,9061.66,521.37,1411.87
120,47.52,9069.1,521.55,1405.88
121,47.59,9070.9,521.67,1403.36
122,47.42,9063.29,521.2,1405.56
123,47.59,9067.29,521.67,1411.81
124,47.49,9073.32,521.33,1400.87
125,47.41,9070.65,521.68,1404.02
126,47.58,9072.48,521.34,1405.07
127,47.49,9074.47,521.72,1410.29
128,47.79,9078.47,521.41,1417.91
129,47.45,9068.1,521.31,1403.6
130,47.48,9075.76,521.63,1406.21
131,47.5,9071.08,521.17,1399.75
132,47.75,9086.47,521.67,1409.15
133,47.62,9072.61,521.53,1412.36
134,47.61,9082.5,521.45,1413.59
135,47.67,9086.62,521.43,1406.54
136,47.76,9080.72,521.58,1410.65
137,47.39,9085.86,521.1,1408.59
138,47.46,9079.96,521.47,1403.15
139,47.45,9084.37,521.29,1411.62
140,47.56,9084.41,521.39,1410.55
141,47.65,9082.87,521.74,1408.52
142,47.69,9084.27,521.28,1409.14
143,47.54,9090.71,520.98,1406.34
144,47.69,9091.62,521.76,1411.01
145,47.57,9090.55,521.38,1405.43
146,47.61,9097.65,521.18,1417.08
147,47.66,9090.6,520.91,1411.57
148,47.67,9092.25,521.91,1418.28
149,47.76,9094.94,520.79,1414.42
150,47.64,9096.18,521.43,1407.68
151,47.65,9097.14,521.43,1410.11
152,47.55,9096.41,521.42,1415.81
153,47.64,9106.73,520.97,1410.75
154,47.76,9105.93,521.02,1407.58
155,47.84,9109.24,520.72,1406.1
156,47.65,9100.84,521.36,1414.19
157,47.6,9112.83,521.41,1413.68
158,47.63,9114.81,520.95,1420.79
159,47.61,9098.78,520.9,1417.62
160,47.7,9108.85,520.75,1412.93
161,47.64,9116.28,521.19,1413.51
162,47.63,9127.02,520.91,1419.09
163,47.92,9119.48,520.94,1417.32
164,47.91,9124.06,520.75,1411.81
165,47.56,9125.58,521.46,1413.9
166,47.82,9127.24,520.54,1410.18
167,47.91,9130.81,521.24,1410.22
168,47.83,9124.84,521.13,1416.01
169,47.8,9136.79,521.24,1419.62
170,47.8,9138.79,520.77,1412.94
171,47.74,9133.85,520.85,1416.71
172,47.88,9129.92,520.72,1417.89
173,47.61,9142.07,520.53,1422.56
174,47.85,9150.69,520.61,1423.58
175,47.95,9143.78,520.47,1419.52
176,47.83,9149.82,520.61,1427.72
177,47.99,9155.26,520.82,1424.69
178,47.86,9164.28,520.28,1431.78
179,48.0,9156.61,520.52,1424.1
180,47.95,9163.18,520.33,1425.23
181,47.95,9168.97,520.24,1413.99
182,47.96,9166.16,520.55,1429.48
183,48.08,9175.69,520.17,1426.55
184,48.04,9174.67,520.07,1426.27
185,48.19,9184.41,520.12,1429.22
186,48.21,9187.57,520.26,1427.17
187,48.08,9203.22,519.6,1422.74
188,48.15,9192.89,520.12,1434.12
189,48.15,9198.32,519.84,1432.55
1,47.19,9066.49,522.34,1395.26
2,47.09,9063.03,522.6,1394.88
3,47.11,9068.21,522.85,1396.29
4,47.29,9070.56,522.11,1397.94
5,47.09,9069.25,522.6,1394.28
6,47.16,9062.14,522.87,1390.56
7,47.14,9069.18,522.52,1399.1
8,47.03,9073.13,522.41,1393.41
9,47.34,9062.62,522.58,1394.2
10,47.32,9071.57,522.67,1390.3
11,47.3,9064.45,522.0,1393.09
12,47.12,9070.86,522.96,1394.07
13,47.11,9056.42,522.42,1402.31
14,47.26,9062.88,522.19,1396.28
15,47.09,9066.3,522.74,1394.11
16,47.08,9065.46,522.24,1390.29
17,47.11,9066.79,522.89,1400.59
18,46.98,9066.52,522.64,1391.09
19,46.98,9071.5,522.65,1397.43
20,47.13,9060.46,522.0,1393.07
21,47.23,9061.69,522.4,1397.41
22,47.16,9071.71,522.75,1399.59
23,47.18,9067.58,522.7,1399.12
24,47.25,9066.39,522.21,1400.89
25,47.19,9067.26,522.81,1397.33
26,47.17,9065.14,522.41,1398.19
27,47.01,9070.7,522.5,1394.22
28,47.3,9069.66,522.4,1402.43
29,46.97,9068.63,522.78,1392.82
30,47.24,9059.85,522.87,1397.69
31,47.08,9064.3,522.24,1402.33
32,47.39,9059.42,522.4,1397.12
33,47.13,9074.12,522.07,1402.42
34,47.21,9070.3,522.15,1392.22
35,47.14,9070.45,522.45,1395.31
36,47.09,9067.67,521.96,1394.4
37,47.06,9068.05,522.39,1394.71
38,47.22,9068.83,522.25,1396.82
39,47.2,9066.55,522.43,1396.39
40,47.25,9066.78,522.25,1402.27
41,47.22,9073.97,522.21,1399.13
42,47.37,9070.52,522.62,1394.97
43,47.01,9071.84,522.37,1394.26
44,47.32,9067.4,522.68,1395.7
45,47.0,9064.28,522.54,1399.71
46,47.27,9065.41,521.62,1400.55
47,47.05,9068.21,522.57,1397.44
48,47.24,9072.03,522.65,1395.62
49,47.07,9069.21,522.5,1394.48
50,47.37,9067.24,522.56,1403.06
51,47.27,9071.92,521.92,1393.67
52,47.06,9066.99,522.03,1403.88
53,47.2,9077.51,522.72,1393.24
54,47.25,9062.69,522.25,1399.58
55,47.11,9061.38,522.39,1394.57
56,47.2,9069.99,522.7,1397.74
57,47.18,9066.62,522.61,1394.93
58,47.18,9066.63,522.44,1399.9
59,47.24,9066.93,522.46,1400.43
60,47.0,9058.23,522.22,1396.08
61,47.12,9074.25,522.82,1396.92
62,47.33,9065.88,522.33,1406.63
63,47.31,9071.42,522.15,1392.17
64,47.15,9065.47,522.26,1396.45
65,47.02,9071.71,522.18,1389.19
66,47.0,9069.46,522.25,1402.35
67,47.11,9074.04,522.57,1396.82
68,47.27,9069.6,522.92,1395.59
69,47.1,9069.58,522.89,1390.32
70,47.1,9071.62,522.38,1389.87
71,47.26,9068.96,521.97,1401.7
72,47.06,9073.58,522.41,1399.84
73,47.45,9067.91,522.42,1396.49
74,47.22,9074.26,523.04,1403.57
75,47.08,9072.57,522.12,1395.05
76,47.46,9061.47,522.81,1402.8
77,47.43,9069.5,522.21,1400.14
78,47.16,9064.12,521.77,1407.48
79,47.2,9066.15,522.78,1401.35
80,47.34,9067.12,522.68,1396.24
81,47.26,9073.63,522.34,1400.48
82,47.19,9063.76,522.64,1400.08
83,47.29,9068.21,522.79,1395.2
84,47.2,9066.3,522.1,1396.86
85,47.24,9079.41,522.75,1403.16
86,47.29,9074.78,522.21,1402.72
87,47.2,9064.05,522.54,1399.65
88,47.09,9065.71,522.95,1400.56
89,47.18,9063.81,522.33,1399.09
90,47.18,9074.24,522.32,1398.29
91,47.3,9066.54,522.69,1397.86
92,47.19,9073.5,522.91,1397.48
93,47.23,9067.04,522.39,1407.84
94,47.26,9071.3,522.37,1402.46
95,47.35,9069.86,522.12,1394.89
96,47.17,9071.89,522.42,1403.38
97,47.14,9078.81,522.36,1403.69
98,47.2,9063.1,522.18,1395.22
99,47.18,9078.41,522.54,1391.43
100,47.17,9071.49,522.76,1397.44
101,47.42,9076.44,522.09,1397.41
102,47.25,9072.16,521.98,1393.14
103,47.18,9072.66,522.33,1397.75
104,47.32,9073.26,522.53,1405.5
105,47.32,9071.75,522.66,1399.72
106,47.33,9072.5,521.77,1399.66
107,47.03,9075.77,521.47,1403.27
108,47.16,9077.89,522.49,1406.74
109,47.35,9071.55,521.91,1391.38
110,47.11,9068.93,522.08,1400.61
111,47.31,9067.07,521.67,1399.03
112,47.22,9077.06,522.31,1398.63
113,47.33,9070.64,522.01,1397.04
114,47.42,9074.92,522.84,1399.95
115,47.24,9072.51,522.32,1402.61
116,47.24,9067.42,522.38,1397.36
117,47.23,9076.87,521.54,1406.58
118,47.36,9077.8,522.24,1394.96
119,47.35,9068.59,522.22,1391.47
120,47.33,9078.96,521.61,1405.61
121,47.31,9069.61,522.52,1402.45
122,47.26,9062.8,522.73,1396.67
123,47.19,9076.71,522.02,1401.27
124,47.37,9078.22,522.08,1397.74
125,47.3,9074.98,522.24,1406.98
126,47.17,9077.51,522.12,1410.79
127,47.33,9073.53,522.54,1408.51
128,47.41,9074.18,521.77,1404.39
129,47.19,9069.92,522.49,1397.11
130,47.27,9073.87,522.11,1408.21
131,47.38,9078.24,522.6,1397.93
132,47.26,9067.58,522.04,1399.12
133,47.3,9070.01,521.62,1404.86
134,47.38,9065.89,521.86,1399.74
135,47.23,9069.11,522.34,1402.53
136,47.2,9072.7,521.98,1402.29
137,47.4,9081.28,522.14,1401.1
138,47.18,9069.11,521.86,1399.78
139,47.27,9082.51,522.2,1401.56
140,47.21,9075.25,522.32,1401.41
141,47.33,9070.37,521.88,1399.09
142,47.2,9076.68,522.07,1402.08
143,47.28,9075.83,522.06,1397.69
144,47.32,9084.63,522.06,1398.33
145,47.32,9075.61,522.15,1402.0
146,47.24,9076.16,521.91,1407.3
147,47.33,9073.84,522.35,1400.0
148,47.35,9072.42,522.37,1397.13
149,47.12,9075.63,521.78,1401.78
150,47.44,9082.24,522.02,1410.38
151,47.28,9070.81,521.81,1406.3
152,47.36,9085.33,522.37,1395.92
153,47.44,9073.55,522.07,1406.59
154,47.44,9072.68,521.91,1394.88
155,47.32,9079.84,521.83,1399.99
156,47.37,9077.82,522.19,1401.26
157,47.44,9076.39,521.76,1404.11
158,47.23,9078.0,521.6,1400.2
159,47.45,9079.84,521.64,1410.83
160,47.11,9082.33,521.65,1407.02
161,47.47,9076.65,522.19,1408.28
162,47.29,9078.05,522.25,1401.45
163,47.49,9072.23,521.72,1403.54
164,47.55,9081.97,521.95,1397.82
165,47.38,9086.9,522.03,1405.58
166,47.41,9079.54,522.02,1398.78
167,47.3,9076.45,522.33,1398.88
168,47.22,9085.1,521.54,1406.51
169,47.51,9087.43,521.47,1404.83
170,47.57,9088.19,521.96,1406.09
171,47.53,9079.76,521.62,1405.3
172,47.48,9079.47,521.97,1409.15
173,47.38,9077.68,522.11,1399.72
174,47.37,9080.43,521.69,1405.4
175,47.45,9078.61,521.74,1407.55
176,47.39,9080.61,521.87,1406.02
177,47.49,9078.66,522.42,1404.8
178,47.28,9088.18,521.81,1400.44
179,47.33,9083.4,521.72,1404.91
180,47.3,9087.2,521.83,1401.28
181,47.24,9090.1,521.95,1406.41
182,47.5,9085.98,522.09,1410.72
183,47.57,9082.04,521.88,1414.51
184,47.45,9079.23,522.23,1405.85
185,47.38,9090.79,521.81,1409.3
186,47.47,9081.96,521.63,1403.46
187,47.52,9081.99,521.82,1401.97
188,47.32,9093.76,521.95,1406.65
189,47.32,9082.07,521.53,1411.05
190,47.41,9090.69,521.8,1405.86
191,47.46,9083.96,521.68,1401.97
192,47.43,9085.64,521.74,1408.25
193,47.57,9088.74,521.71,1414.49
194,47.53,9091.05,521.62,1405.27
195,47.36,9084.23,521.68,1421.88
196,47.57,9088.43,521.4,1412.29
197,47.33,9081.19,521.47,1403.3
198,47.49,9084.44,521.25,1409.6
199,47.66,9083.02,521.76,1399.32
200,47.43,9088.92,521.18,1404.94
201,47.51,9093.9,521.6,1407.48
202,47.53,9088.82,521.42,1418.05
203,47.52,9092.01,521.88,1406.81
204,47.5,9094.49,520.88,1414.63
205,47.47,9087.74,521.79,1402.8
206,47.53,9091.94,521.6,1412.15
207,47.69,9089.76,521.33,1418.64
208,47.42,9099.3,521.75,1410.31
209,47.79,9094.19,521.94,1407.83
210,47.56,9097.87,521.56,1414.9
211,47.45,9102.5,520.91,1410.44
212,47.74,9092.25,521.0,1407.63
213,47.64,9101.41,521.22,1411.76
214,47.56,9100.18,521.9,1415.59
215,47.58,9095.98,521.17,1414.35
216,47.6,9099.24,520.88,1419.51
217,47.58,9103.2,521.49,1411.58
218,47.55,9096.54,521.84,1412.19
219,47.71,9100.47,521.26,1410.72
220,47.59,9102.11,521.68,1412.16
221,47.68,9102.51,520.67,1411.56
222,47.7,9103.0,520.92,1413.57
223,47.72,9101.35,520.86,1414.61
224,47.47,9105.9,521.18,1409.75
225,47.71,9102.44,520.41,1420.41
226,47.59,9107.22,521.33,1410.58
227,47.85,9111.64,521.23,1409.96
228,47.75,9097.12,520.64,1416.9
229,47.64,9102.33,521.14,1410.49
230,47.69,9107.89,521.21,1422.13
231,47.82,9097.5,521.18,1418.89
232,47.8,9103.71,520.94,1412.06
233,47.78,9110.31,521.04,1410.89
234,47.67,9118.34,521.07,1414.62
235,47.73,9117.65,520.52,1414.36
236,47.78,9114.68,521.03,1413.45
237,47.98,9117.53,521.55,1416.89
238,47.77,9114.28,520.63,1420.25
239,47.85,9120.67,521.51,1418.73
240,47.84,9125.04,521.47,1420.74
241,47.57,9117.35,521.03,1428.4
242,47.91,9116.12,521.5,1416.36
243,47.95,9125.43,520.69,1418.14
244,47.83,9123.41,520.75,1422.41
245,47.96,9114.21,520.54,1421.8
246,47.79,9130.35,520.38,1422.59
247,47.87,9124.41,520.01,1416.75
248,48.03,9122.01,520.51,1422.62
249,47.9,9127.54,520.36,1423.94
250,47.85,9121.08,520.57,1425.52
251,47.72,9130.2,520.49,1423.26
252,47.82,9128.7,520.42,1419.15
253,48.08,9129.89,520.82,1423.22
254,47.85,9133.91,520.07,1424.36
255,48.19,9134.42,520.38,1428.03
256,47.82,9129.24,520.46,1431.89
257,48.27,9122.22,519.88,1424.27
258,48.06,9137.48,520.59,1427.69
259,48.05,9136.26,520.12,1420.14
260,47.96,9129.69,520.06,1425.28
261,48.13,9133.37,520.63,1421.13
262,47.86,9134.01,519.95,1424.81
263,48.04,9140.04,520.05,1421.15
264,48.26,9149.72,519.83,1425.39
265,48.03,9148.96,519.8,1424.57
266,48.24,9147.43,519.57,1434.4
267,48.26,9147.65,519.66,1430.25
268,48.15,9146.01,520.1,1434.59
269,48.26,9157.05,519.86,1430.74
1,47.56,9037.26,521.69,1412.34
2,47.65,9045.95,521.03,1401.1
3,47.49,9044.75,521.68,1405.86
4,47.38,9036.97,521.84,1401.21
5,47.49,9040.85,521.37,1409.67
6,47.49,9039.36,521.29,1408.46
7,47.49,9049.25,521.38,1403.63
8,47.69,9041.47,521.71,1404.99
9,47.6,9040.9,522.21,1407.48
10,47.45,9034.79,521.08,1414.99
11,47.67,9046.12,521.55,1401.78
12,47.4,9040.82,521.25,1404.65
13,47.6,9044.29,520.78,1409.91
14,47.61,9039.81,521.79,1406.48
15,47.59,9037.5,521.53,1410.62
16,47.68,9045.23,521.48,1411.03
17,47.49,9042.32,521.35,1411.59
18,47.7,9036.7,521.41,1410.2
19,47.59,9048.39,522.16,1408.93
20,47.47,9045.94,521.32,1405.84
21,47.51,9037.73,521.03,1411.2
22,47.53,9038.39,521.78,1412.36
23,47.49,9039.07,521.47,1405.78
24,47.54,9042.18,521.47,1408.88
25,47.37,9041.67,521.51,1404.17
26,47.59,9045.49,521.75,1409.38
27,47.56,9043.31,521.33,1408.41
28,47.58,9040.91,521.25,1407.17
29,47.36,9045.71,521.17,1411.63
30,47.46,9040.37,521.46,1409.32
31,47.48,9044.26,521.13,1402.06
32,47.53,9039.21,521.57,1407.94
33,47.51,9037.23,521.73,1400.61
34,47.53,9039.33,520.92,1412.46
35,47.44,9037.87,521.76,1406.36
36,47.55,9038.05,520.89,1410.89
37,47.57,9048.27,521.27,1409.57
38,47.55,9051.18,521.36,1407.91
39,47.5,9044.21,521.12,1410.96
40,47.4,9040.44,521.46,1414.82
41,47.43,9046.52,520.88,1409.15
42,47.51,9039.62,521.5,1409.75
43,47.55,9039.51,520.8,1403.0
44,47.62,9043.7,521.45,1406.01
45,47.54,9046.21,520.93,1409.32
46,47.5,9042.49,521.49,1403.16
47,47.54,9041.69,521.19,1405.63
48,47.54,9043.89,521.21,1405.29
49,47.7,9031.97,521.57,1412.66
50,47.62,9046.78,521.01,1401.18
51,47.54,9044.0,521.57,1411.46
52,47.52,9036.51,521.32,1407.97
53,47.61,9037.0,521.41,1411.47
54,47.37,9037.25,520.91,1408.17
55,47.49,9038.34,521.44,1410.73
56,47.49,9039.3,521.11,1411.17
57,47.53,9036.78,521.1,1409.82
58,47.61,9040.97,521.14,1414.39
59,47.58,9037.86,521.25,1410.16
60,47.47,9040.18,521.5,1406.9
61,47.87,9040.45,521.17,1413.96
62,47.37,9040.55,520.97,1404.16
63,47.49,9041.28,521.93,1412.65
64,47.52,9038.75,520.57,1407.19
65,47.68,9038.59,521.23,1411.47
66,47.47,9040.03,521.27,1408.8
67,47.45,9040.94,521.5,1412.54
68,47.61,9040.5,521.15,1413.13
69,47.68,9039.42,521.25,1406.96
70,47.5,9038.52,521.09,1409.21
71,47.59,9038.86,521.14,1412.36
72,47.42,9042.84,521.11,1415.8
73,47.7,9042.42,521.03,1410.2
74,47.65,9037.56,521.41,1409.58
75,47.66,9043.39,520.65,1410.5
76,47.52,9036.63,522.03,1412.11
77,47.76,9045.17,521.18,1416.71
78,47.44,9045.66,520.99,1411.31
79,47.83,9044.06,521.2,1414.85
80,47.53,9043.31,521.16,1409.06
81,47.51,9043.46,520.97,1411.1
82,47.66,9047.64,521.26,1410.57
83,47.67,9039.56,521.04,1415.45
84,47.66,9040.29,520.92,1409.65
85,47.55,9040.25,520.75,1405.68
86,47.48,9041.27,521.23,1416.17
87,47.53,9040.56,521.71,1409.65
88,47.52,9032.12,520.81,1404.54
89,47.62,9042.3,521.21,1417.55
90,47.73,9031.92,520.96,1413.78
91,47.7,9048.37,521.83,1406.95
92,47.63,9032.39,520.89,1407.76
93,47.69,9040.06,520.97,1414.44
94,47.75,9041.52,521.28,1409.07
95,47.53,9041.13,521.31,1412.55
96,47.77,9038.96,521.04,1415.55
97,47.67,9035.83,520.83,1408.62
98,47.72,9040.58,521.27,1416.6
99,47.78,9043.45,521.51,1412.9
100,47.58,9039.34,521.31,1406.43
101,47.68,9034.71,521.22,1419.53
102,47.51,9038.46,520.73,1412.98
103,47.63,9032.68,521.1,1414.95
104,47.62,9040.49,521.3,1415.34
105,47.55,9040.44,521.47,1411.0
106,47.77,9043.74,521.06,1405.57
107,47.73,9039.82,521.58,1409.77
108,47.69,9045.14,520.74,1410.71
109,47.57,9038.86,521.54,1411.74
110,47.59,9040.57,520.66,1409.73
111,47.67,9046.03,521.47,1415.82
112,47.59,9038.92,520.79,1415.13
113,47.47,9038.58,520.61,1415.38
114,47.58,9046.25,521.3,1411.76
115,47.69,9046.07,521.42,1408.65
116,47.72,9043.45,520.72,1413.04
117,47.69,9045.74,520.81,1411.06
118,47.77,9033.72,520.91,1420.65
119,47.64,9045.46,520.88,1417.57
120,47.79,9038.35,520.86,1411.38
121,47.66,9041.43,520.7,1411.89
122,47.65,9041.95,521.3,1415.47
123,47.87,9038.22,520.61,1411.83
124,47.85,9032.18,520.24,1412.33
125,47.74,9035.2,520.87,1410.66
126,47.86,9038.71,520.49,1413.47
127,47.92,9040.44,520.53,1413.29
128,47.59,9039.38,521.33,1412.09
129,47.74,9043.58,520.96,1410.4
130,47.72,9043.59,520.85,1421.59
131,47.87,9040.93,520.76,1420.65
132,47.76,9037.44,520.99,1406.78
133,47.69,9044.63,521.01,1415.54
134,47.8,9045.36,521.0,1419.29
135,47.69,9043.58,520.91,1417.4
136,47.77,9035.33,520.77,1413.17
137,47.72,9036.33,520.35,1411.43
138,47.83,9039.61,521.26,1416.62
139,47.94,9039.41,521.03,1418.23
140,47.87,9037.57,520.66,1414.25
141,47.86,9040.16,520.65,1418.38
142,47.73,9035.47,520.64,1422.25
143,48.05,9035.2,520.36,1415.86
144,47.93,9033.21,520.94,1415.58
145,47.84,9037.48,520.56,1415.82
146,47.82,9041.75,520.25,1417.09
147,48.09,9035.42,520.6,1416.96
148,47.94,9041.95,520.07,1418.66
149,47.86,9041.98,520.73,1421.19
150,48.01,9028.11,520.39,1420.07
151,47.76,9036.02,520.24,1423.27
152,47.91,9031.9,520.33,1424.84
153,47.8,9034.77,520.46,1420.74
154,47.95,9034.53,520.47,1419.33
155,47.96,9043.17,520.22,1419.23
156,47.99,9031.69,519.98,1417.31
157,47.82,9037.1,520.51,1419.84
158,48.12,9031.25,520.5,1422.25
159,47.82,9039.84,520.73,1417.03
160,47.87,9032.88,520.61,1423.05
161,47.89,9029.95,520.42,1422.93
162,47.94,9042.03,519.93,1420.87
163,48.03,9037.4,520.22,1423.01
164,48.04,9038.27,520.36,1423.29
165,48.06,9039.79,520.42,1423.5
166,48.03,9045.6,520.29,1422.7
167,48.03,9039.15,520.23,1425.97
168,48.06,9028.0,520.17,1425.2
169,48.07,9032.33,520.27,1426.68
170,47.92,9029.79,519.77,1425.87
171,48.09,9034.84,520.44,1423.31
172,48.07,9033.2,520.31,1432.3
173,48.05,9032.51,519.93,1423.89
174,48.05,9032.1,520.5,1426.34
175,48.17,9035.16,520.12,1427.35
176,48.06,9035.85,519.41,1423.22
177,48.21,9031.6,520.17,1421.52
178,48.09,9032.87,519.7,1424.84
179,48.11,9021.73,519.37,1424.83
180,48.06,9030.67,519.81,1426.72
181,48.15,9033.9,519.71,1430.56
182,48.34,9032.36,519.84,1423.81
183,48.05,9035.7,519.66,1430.47
184,48.07,9031.12,519.42,1432.22
185,48.21,9035.51,519.5,1434.09
186,48.27,9029.07,519.8,1430.37
187,48.21,9035.79,519.03,1423.45
188,48.21,9027.96,518.98,1434.92
1,47.24,9071.27,522.19,1395.48
2,47.0,9078.21,522.3,1395.97
3,47.18,9063.37,522.36,1397.74
4,47.07,9068.16,522.09,1397.85
5,47.31,9066.99,522.0,1402.54
6,47.29,9067.91,521.89,1403.1
7,47.21,9069.13,522.54,1391.19
8,47.19,9064.8,522.26,1401.42
9,47.23,9069.41,521.78,1401.77
10,47.14,9065.28,522.09,1393.25
11,47.39,9074.91,522.12,1393.96
12,47.28,9071.72,522.13,1397.36
13,47.17,9065.52,522.55,1392.15
14,47.18,9067.42,521.98,1390.48
15,47.24,9068.28,521.89,1398.41
16,47.04,9073.41,522.54,1405.02
17,47.34,9071.39,522.02,1397.63
18,47.21,9073.12,522.31,1394.65
19,47.16,9065.77,522.26,1397.51
20,47.22,9068.68,522.61,1395.92
21,47.23,9071.68,521.78,1404.33
22,47.25,9071.1,522.02,1394.58
23,47.21,9067.09,522.48,1398.09
24,47.3,9066.23,522.65,1398.75
25,47.26,9072.66,522.27,1397.07
26,47.12,9071.55,522.7,1401.19
27,47.27,9069.54,522.38,1397.39
28,47.21,9071.83,521.65,1405.38
29,47.13,9073.64,522.52,1396.71
30,47.19,9069.39,522.06,1396.49
31,47.14,9071.21,522.51,1402.76
32,47.18,9075.17,522.37,1397.4
33,47.28,9065.57,522.75,1399.12
34,47.19,9054.44,521.87,1402.93
35,47.3,9065.34,522.72,1409.12
36,47.32,9066.31,522.31,1393.49
37,47.12,9062.36,522.42,1400.55
38,47.13,9068.9,522.53,1393.57
39,47.35,9076.57,522.05,1403.52
40,47.32,9063.64,522.63,1393.32
41,47.08,9063.5,522.49,1406.12
42,47.21,9078.32,522.68,1398.14
43,47.2,9066.91,521.93,1397.5
44,47.31,9073.91,522.52,1398.15
45,47.17,9071.53,522.39,1399.97
46,47.42,9067.1,522.22,1405.02
47,47.2,9058.35,522.02,1401.47
48,47.11,9066.88,522.33,1398.81
49,47.33,9063.5,522.03,1396.88
50,47.22,9073.14,522.43,1400.31
51,47.41,9075.92,522.55,1397.42
52,47.18,9071.36,522.42,1402.13
53,47.31,9068.45,522.3,1395.45
54,47.41,9073.05,522.21,1400.98
55,47.09,9069.34,522.02,1399.74
56,47.37,9064.3,522.45,1395.08
57,47.25,9069.75,522.5,1398.43
58,47.19,9066.81,523.0,1400.97
59,47.29,9070.86,521.81,1397.92
60,47.24,9074.64,521.99,1396.21
61,47.26,9068.88,522.32,1402.82
62,47.29,9073.22,522.74,1390.39
63,47.17,9062.13,521.82,1400.55
64,47.28,9065.16,521.96,1399.36
65,47.28,9071.37,522.18,1396.6
66,47.42,9062.81,522.88,1399.23
67,47.35,9070.66,522.2,1402.68
68,47.17,9072.02,521.64,1395.57
69,47.36,9070.6,522.14,1403.5
70,47.25,9063.46,521.82,1399.04
71,47.37,9068.88,522.31,1398.9
72,47.1,9066.14,522.54,1406.47
73,47.12,9066.59,521.77,1401.72
74,47.28,9073.81,522.51,1407.77
75,47.52,9068.74,522.01,1402.11
76,47.36,9075.29,522.26,1407.16
77,47.29,9072.36,522.27,1400.6
78,47.33,9065.49,522.03,1399.64
79,47.2,9070.11,521.78,1404.99
80,47.28,9067.14,522.23,1402.29
81,47.3,9072.96,522.41,1408.11
82,47.27,9072.86,522.36,1398.88
83,47.32,9062.67,522.3,1406.01
84,47.13,9072.09,522.25,1400.85
85,47.22,9068.09,522.29,1402.17
86,47.34,9070.16,522.19,1397.76
87,47.37,9074.03,522.15,1404.01
88,47.31,9073.29,522.26,1402.65
89,47.4,9066.73,521.95,1397.17
90,47.22,9067.93,522.44,1402.41
